time,op,size
513,a,32
514,a,32
515,a,32
516,a,32
517,a,32
518,a,32
519,a,32
520,a,32
521,a,32
522,a,32
523,a,32
524,a,12
525,a,4
526,a,16
527,a,16
528,a,4
529,a,15
530,a,32
531,f,8
532,f,2128
533,a,1336
534,a,2
535,a,2
536,a,6
537,f,6
538,a,6
539,a,9
540,a,6
541,a,20
542,a,2
543,f,9
544,a,44
545,f,6
546,f,20
547,a,9
548,a,6
549,a,20
550,a,2
551,f,9
552,a,19
553,a,19
554,f,6
555,f,20
556,f,2
557,a,19
558,f,19
559,a,20
560,a,5
561,f,6
562,f,2
563,f,2
564,a,41
565,a,364
566,a,19
567,a,1
568,a,18
569,a,16
570,a,32
571,f,364
572,f,20
573,a,18
574,a,16
575,f,19
576,f,1
577,f,18
578,f,16
579,f,32
580,a,2048
581,a,36
582,f,18
583,f,16
584,a,304
585,a,25
586,a,112
587,a,80
588,a,84
589,a,128
590,f,304
591,a,112
592,a,547
593,a,100
594,a,72
595,a,10
596,a,16
597,a,352
598,a,20
599,a,8
600,a,1492
601,a,24
602,a,512
603,a,4
604,a,256
605,a,20
606,a,20
607,a,16
608,a,4
609,a,8192
610,a,16
611,a,4
612,a,65
613,r,48
614,a,18
615,a,19
616,a,16
617,a,16
618,a,4
619,a,17
620,a,16
621,a,16
622,a,4
623,a,18
624,a,16
625,a,4
626,a,18
627,a,18
628,a,16
629,a,4
630,a,18
631,a,18
632,a,16
633,a,4
634,a,18
635,a,20
636,f,16
637,a,18
638,a,18
639,a,18
640,a,18
641,a,8
642,f,4
643,a,17
644,a,17
645,a,17
646,a,16
647,a,16
648,a,4
649,a,15
650,a,17
651,a,16
652,f,8
653,a,17
654,f,8192
655,r,16
656,a,364
657,r,800
658,r,1024
659,r,2048
660,f,364
661,a,40
662,f,40
663,a,40
664,a,32
665,a,37
666,a,28
667,a,92
668,a,6
669,a,6
670,a,37
671,f,37
672,a,37
673,a,32
674,a,34
675,a,28
676,a,36
677,a,6
678,a,6
679,a,35
680,f,35
681,a,35
682,a,32
683,a,32
684,a,28
685,a,48
686,a,6
687,a,6
688,a,33
689,f,33
690,a,33
691,a,32
692,a,30
693,a,28
694,a,80
695,a,6
696,a,6
697,a,30
698,f,30
699,a,30
700,a,32
701,a,27
702,a,28
703,a,56
704,a,6
705,a,6
706,a,31
707,f,31
708,a,31
709,a,32
710,a,28
711,a,28
712,a,40
713,a,6
714,a,6
715,a,34
716,f,34
717,a,34
718,a,32
719,a,31
720,a,28
721,a,48
722,a,6
723,a,6
724,a,34
725,f,34
726,a,34
727,a,32
728,a,31
729,a,28
730,a,212
731,a,6
732,a,6
733,a,33
734,f,33
735,a,33
736,a,32
737,a,30
738,a,28
739,a,104
740,a,6
741,a,6
742,a,30
743,f,30
744,a,30
745,a,32
746,a,27
747,a,28
748,a,472
749,a,6
750,a,6
751,a,33
752,f,33
753,a,33
754,a,32
755,a,30
756,a,28
757,a,52
758,a,6
759,a,6
760,a,31
761,f,31
762,a,31
763,a,32
764,a,28
765,a,28
766,a,380
767,a,6
768,a,6
769,a,6
770,f,16
771,a,364
772,a,16
773,f,364
774,a,364
775,a,21
776,f,364
777,f,16
778,f,21
779,a,364
780,a,14
781,a,18
782,a,6
783,a,13
784,a,11
785,a,6
786,a,34
787,a,36
788,a,18
789,a,18
790,a,6
791,f,364
792,a,63
793,f,63
794,a,12
795,a,96
796,a,84
797,a,6
798,a,364
799,a,16
800,f,364
801,r,32
802,a,364
803,a,21
804,f,364
805,a,47
806,f,21
807,a,364
808,a,2048
809,a,12
810,a,4
811,a,8
812,a,5
813,a,8
814,a,13
815,a,20
816,a,12
817,a,17
818,f,5
819,a,5
820,f,8
821,a,8
822,a,8
823,a,13
824,a,20
825,a,12
826,a,17
827,f,8
828,a,16
829,a,8
830,a,4
831,a,20
832,a,12
833,a,25
834,f,16
835,f,5
836,a,4
837,f,4
838,a,8
839,a,5
840,a,8
841,a,13
842,a,20
843,a,12
844,a,17
845,f,5
846,a,5
847,f,8
848,a,8
849,a,8
850,a,13
851,a,20
852,a,12
853,a,17
854,f,8
855,f,5
856,f,12
857,f,4
858,a,12
859,a,14
860,a,8
861,a,10
862,a,20
863,a,12
864,a,14
865,f,14
866,a,11
867,a,8
868,a,2
869,a,20
870,a,12
871,a,11
872,f,11
873,a,22
874,a,8
875,a,6
876,a,20
877,a,12
878,a,22
879,f,22
880,a,17
881,a,8
882,a,11
883,a,20
884,a,12
885,a,17
886,f,17
887,a,14
888,a,8
889,a,2
890,a,20
891,a,12
892,a,14
893,f,14
894,a,13
895,a,8
896,a,5
897,a,20
898,a,12
899,a,13
900,f,13
901,a,20
902,a,8
903,a,5
904,a,20
905,a,12
906,a,20
907,f,20
908,a,4
909,a,5
910,a,8
911,a,11
912,a,20
913,a,12
914,a,9
915,f,5
916,a,7
917,a,8
918,a,2
919,a,20
920,a,12
921,a,11
922,f,7
923,a,12
924,a,8
925,a,11
926,a,20
927,a,12
928,a,16
929,f,12
930,a,12
931,a,8
932,a,13
933,a,20
934,a,12
935,a,16
936,f,12
937,a,4
938,f,4
939,a,5
940,a,8
941,a,11
942,a,20
943,a,12
944,a,9
945,f,5
946,a,7
947,a,8
948,a,2
949,a,20
950,a,12
951,a,11
952,f,7
953,a,12
954,a,8
955,a,11
956,a,20
957,a,12
958,a,16
959,f,12
960,a,12
961,a,8
962,a,13
963,a,20
964,a,12
965,a,16
966,f,12
967,f,12
968,f,4
969,f,364
970,f,2048
971,a,336
972,a,20
973,f,47
974,a,10
975,a,48
976,a,4
977,a,4
978,a,48
979,r,8
980,a,4
981,a,32
982,a,32
983,a,32
984,a,32
985,a,32
986,a,32
987,a,32
988,a,32
989,a,32
990,a,32
991,a,32
992,a,32
993,a,32
994,a,32
995,a,32
996,a,32
997,a,32
998,a,32
999,a,12
1000,f,8
1001,a,1
1002,a,6
1003,a,2128
1004,a,16
1005,a,4
1006,a,16
1007,a,16
1008,a,4
1009,a,15
1010,a,25
1011,f,16
1012,f,16
1013,a,16
1014,f,4
1015,f,20
1016,a,20
1017,f,16
1018,f,4
1019,f,16
1020,a,18
1021,a,4095
1022,a,4095
1023,f,4095
1024,f,4095
1025,f,18
1026,a,18
1027,a,4095
1028,a,4095
1029,f,4095
1030,f,4095
1031,f,18
1032,a,16
1033,a,4
1034,a,8192
1035,a,16
1036,a,16
1037,a,16
1038,a,4
1039,a,16
1040,f,8192
1041,a,8192
1042,a,16
1043,a,4
1044,a,15
1045,f,8192
1046,a,8192
1047,a,16
1048,a,4
1049,a,15
1050,f,8192
1051,a,8192
1052,a,21
1053,f,8192
1054,a,8192
1055,a,16
1056,a,4
1057,a,43
1058,f,8192
1059,a,8192
1060,a,16
1061,a,4
1062,a,41
1063,f,8192
1064,a,8192
1065,a,16
1066,a,4
1067,a,39
1068,a,20
1069,f,16
1070,f,8192
1071,a,8192
1072,a,16
1073,a,4
1074,a,42
1075,f,8192
1076,f,20
1077,a,28
1078,f,20
1079,f,4
1080,f,16
1081,a,12
1082,f,2128
1083,f,15
1084,f,4
1085,f,16
1086,f,16
1087,f,304
1088,f,12
1089,f,16
1090,f,13
1091,f,8
1092,f,20
1093,f,12
1094,f,16
1095,f,11
1096,f,8
1097,f,20
1098,f,12
1099,f,11
1100,f,2
1101,f,8
1102,f,20
1103,f,12
1104,f,9
1105,f,11
1106,f,8
1107,f,20
1108,f,12
1109,f,16
1110,f,13
1111,f,8
1112,f,20
1113,f,12
1114,f,16
1115,f,11
1116,f,8
1117,f,20
1118,f,12
1119,f,11
1120,f,2
1121,f,8
1122,f,20
1123,f,12
1124,f,9
1125,f,11
1126,f,8
1127,f,20
1128,f,12
1129,f,20
1130,f,5
1131,f,8
1132,f,20
1133,f,12
1134,f,13
1135,f,5
1136,f,8
1137,f,20
1138,f,12
1139,f,14
1140,f,2
1141,f,8
1142,f,20
1143,f,12
1144,f,17
1145,f,11
1146,f,8
1147,f,20
1148,f,12
1149,f,22
1150,f,6
1151,f,8
1152,f,20
1153,f,12
1154,f,11
1155,f,2
1156,f,8
1157,f,20
1158,f,12
1159,f,14
1160,f,7
1161,f,8
1162,f,20
1163,f,12
1164,f,25
1165,f,4
1166,f,8
1167,f,20
1168,f,12
1169,f,17
1170,f,13
1171,f,8
1172,f,20
1173,f,12
1174,f,17
1175,f,13
1176,f,8
1177,f,20
1178,f,20
1179,f,2
1180,f,7
1181,f,2
1182,f,96
1183,f,84
1184,f,12
1185,f,12
1186,f,4
1187,f,16
1188,a,24
1189,a,8
1190,a,4
1191,a,8
1192,a,32
1193,a,8
1194,a,8
1195,a,72
1196,a,8
1197,a,84
1198,a,16
1199,a,136
1200,a,4096
1201,f,2048
1202,a,16
1203,a,232
1204,a,20
1205,a,1024
1206,a,36
1207,f,36
1208,a,36
1209,a,36
1210,a,36
1211,a,24
1212,a,24
1213,a,16
1214,a,236
1215,a,20
1216,a,16
1217,a,244
1218,a,20
1219,a,20
1220,a,16
1221,a,252
1222,a,20
1223,a,328
1224,a,24
1225,a,72
1226,a,52
1227,a,36
1228,a,34
1229,a,156
1230,f,156
1231,a,72
1232,a,364
1233,a,108
1234,a,36
1235,f,364
1236,a,20
1237,a,6
1238,a,20
1239,a,20
1240,a,8
1241,a,20
1242,a,92
1243,a,8
1244,a,16
1245,a,256
1246,a,16
1247,a,140
1248,a,56
1249,a,12
1250,a,28
1251,a,32
1252,a,64
1253,a,12
1254,a,8
1255,a,6
1256,a,22
1257,a,16
1258,r,20
1259,a,20
1260,f,24
1261,f,12
1262,a,68
1263,f,68
1264,a,12
1265,a,16
1266,a,600
1267,a,16
1268,a,124
1269,a,20
1270,a,12
1271,a,4
1272,a,12
1273,a,7
1274,r,24
1275,a,12
1276,a,9
1277,r,36
1278,a,12
1279,a,4
1280,a,4
1281,r,48
1282,a,24
1283,a,24
1284,a,24
1285,a,24
1286,a,24
1287,a,24
1288,a,24
1289,a,24
1290,a,24
1291,a,24
1292,a,24
1293,a,24
1294,a,24
1295,a,24
1296,a,24
1297,a,24
1298,a,24
1299,a,24
1300,a,24
1301,a,24
1302,a,24
1303,a,24
1304,a,24
1305,a,24
1306,a,24
1307,a,24
1308,a,24
1309,a,24
1310,a,24
1311,a,24
1312,a,24
1313,a,24
1314,a,24
1315,a,24
1316,a,24
1317,a,24
1318,a,36
1319,a,36
1320,a,60
1321,a,60
1322,a,24
1323,a,24
1324,a,24
1325,a,24
1326,a,60
1327,a,60
1328,a,60
1329,a,60
1330,a,24
1331,a,24
1332,a,24
1333,a,24
1334,a,24
1335,a,24
1336,a,12
1337,a,16
1338,a,168
1339,a,44
1340,a,16
1341,a,16
1342,a,256
1343,a,16
1344,a,256
1345,f,16
1346,f,44
1347,a,44
1348,a,16
1349,f,16
1350,f,44
1351,a,44
1352,a,16
1353,f,16
1354,f,44
1355,a,44
1356,a,16
1357,a,16
1358,a,16
1359,a,16
1360,f,44
1361,a,20
1362,a,4
1363,a,32
1364,a,16
1365,a,20
1366,a,8
1367,a,20
1368,a,8
1369,a,12
1370,a,8
1371,a,24
1372,a,1
1373,a,24
1374,f,24
1375,a,24
1376,a,8
1377,a,564
1378,a,44
1379,a,16
1380,a,2
1381,a,9
1382,a,12
1383,a,16
1384,f,44
1385,a,44
1386,a,16
1387,a,2
1388,a,9
1389,a,12
1390,a,16
1391,f,44
1392,a,44
1393,a,16
1394,a,16
1395,a,8
1396,a,12
1397,a,12
1398,a,16
1399,f,44
1400,a,44
1401,a,16
1402,a,8
1403,a,12
1404,a,12
1405,a,16
1406,f,44
1407,a,44
1408,a,24
1409,a,16
1410,f,16
1411,f,44
1412,a,44
1413,a,24
1414,a,16
1415,f,16
1416,f,44
1417,a,44
1418,a,16
1419,a,9
1420,a,8
1421,a,16
1422,f,44
1423,a,44
1424,a,16
1425,a,9
1426,a,8
1427,a,16
1428,f,44
1429,a,44
1430,a,16
1431,a,16
1432,a,9
1433,a,8
1434,a,16
1435,f,44
1436,a,44
1437,a,16
1438,a,16
1439,a,9
1440,a,8
1441,a,16
1442,f,44
1443,a,44
1444,a,24
1445,a,16
1446,f,24
1447,f,16
1448,f,44
1449,a,44
1450,a,24
1451,a,16
1452,f,16
1453,f,44
1454,a,44
1455,a,16
1456,a,7
1457,a,8
1458,a,16
1459,f,44
1460,a,44
1461,a,16
1462,a,7
1463,a,8
1464,a,16
1465,f,44
1466,a,44
1467,a,16
1468,a,16
1469,a,7
1470,a,8
1471,f,16
1472,a,16
1473,f,44
1474,a,44
1475,a,16
1476,a,16
1477,a,7
1478,a,8
1479,f,16
1480,a,16
1481,f,44
1482,a,44
1483,a,24
1484,a,16
1485,f,16
1486,f,44
1487,a,44
1488,a,24
1489,a,16
1490,f,24
1491,f,16
1492,f,44
1493,a,44
1494,a,24
1495,a,16
1496,a,8
1497,a,12
1498,a,12
1499,a,16
1500,f,44
1501,a,44
1502,a,16
1503,a,9
1504,a,8
1505,a,16
1506,f,44
1507,a,44
1508,a,16
1509,a,9
1510,a,8
1511,a,16
1512,f,44
1513,a,44
1514,a,16
1515,a,16
1516,a,9
1517,a,8
1518,f,16
1519,a,16
1520,f,44
1521,a,44
1522,a,16
1523,a,16
1524,a,9
1525,a,8
1526,f,16
1527,a,16
1528,f,44
1529,a,44
1530,a,24
1531,a,16
1532,f,24
1533,f,16
1534,f,44
1535,a,44
1536,a,24
1537,a,16
1538,f,16
1539,f,44
1540,a,44
1541,a,16
1542,a,2
1543,a,9
1544,a,2
1545,a,16
1546,a,16
1547,f,44
1548,a,44
1549,a,16
1550,a,2
1551,a,9
1552,a,2
1553,a,16
1554,a,16
1555,f,44
1556,a,44
1557,a,16
1558,a,16
1559,a,2
1560,a,9
1561,a,2
1562,a,16
1563,a,16
1564,f,44
1565,a,44
1566,a,16
1567,a,16
1568,a,2
1569,a,9
1570,a,2
1571,a,16
1572,a,256
1573,a,16
1574,f,44
1575,a,44
1576,a,16
1577,a,2
1578,a,5
1579,a,2
1580,a,16
1581,a,16
1582,f,44
1583,a,44
1584,a,16
1585,a,2
1586,a,9
1587,a,2
1588,a,16
1589,a,16
1590,f,44
1591,a,44
1592,a,16
1593,a,2
1594,a,9
1595,a,2
1596,a,16
1597,a,16
1598,f,44
1599,a,44
1600,a,16
1601,a,16
1602,a,2
1603,a,9
1604,a,2
1605,a,16
1606,f,16
1607,a,16
1608,f,44
1609,a,44
1610,a,16
1611,a,16
1612,a,2
1613,a,9
1614,a,2
1615,a,16
1616,f,16
1617,a,16
1618,f,44
1619,a,44
1620,a,16
1621,a,2
1622,a,5
1623,a,2
1624,a,16
1625,a,16
1626,f,44
1627,a,44
1628,a,16
1629,a,8
1630,a,12
1631,a,12
1632,a,16
1633,f,44
1634,a,44
1635,a,16
1636,a,2
1637,a,8
1638,a,16
1639,f,44
1640,a,20
1641,a,116
1642,a,296
1643,a,60
1644,a,20
1645,a,8
1646,a,1780
1647,a,1492
1648,a,33
1649,a,416
1650,a,30
1651,a,33
1652,a,108
1653,a,80
1654,a,328
1655,a,72
1656,a,16
1657,a,72
1658,a,7
1659,a,404
1660,a,276
1661,f,276
1662,a,8192
1663,f,4096
1664,a,28
1665,a,72
1666,a,16
1667,a,80
1668,a,192
1669,a,1160
1670,a,3072
1671,f,1160
1672,a,1780
1673,a,20
1674,a,20
1675,a,20
1676,a,20
1677,a,20
1678,a,72
1679,a,72
1680,a,8
1681,a,104
1682,a,8
1683,a,24
1684,a,24
1685,a,24
1686,a,24
1687,a,20
1688,a,172
1689,a,44
1690,a,16
1691,a,8
1692,a,8
1693,a,16
1694,f,44
1695,a,44
1696,a,16
1697,a,11
1698,a,8
1699,a,16
1700,a,16
1701,a,16
1702,f,44
1703,a,44
1704,a,16
1705,a,9
1706,a,8
1707,a,16
1708,f,44
1709,a,44
1710,a,16
1711,a,16
1712,a,16
1713,f,44
1714,a,44
1715,a,16
1716,a,13
1717,a,8
1718,a,16
1719,a,16
1720,f,44
1721,a,20
1722,a,20
1723,a,40
1724,a,20
1725,a,20
1726,a,8
1727,a,256
1728,a,112
1729,f,112
1730,a,28
1731,a,28
1732,a,112
1733,a,12
1734,a,12
1735,f,1780
1736,f,1
1737,a,16
1738,f,16
1739,a,25
1740,a,20
1741,r,28
1742,a,16
1743,a,12
1744,a,20
1745,a,20
1746,a,72
1747,a,8192
1748,a,8
1749,a,24
1750,f,24
1751,f,8
1752,a,6
1753,f,8192
1754,a,8192
1755,a,8
1756,a,24
1757,f,24
1758,f,8
1759,a,6
1760,f,8192
1761,a,10
1762,f,10
1763,a,12
1764,f,12
1765,a,104
1766,a,104
1767,a,104
1768,a,104
1769,a,104
1770,a,104
1771,a,104
1772,a,23
1773,f,72
1774,f,6
1775,f,6
1776,a,104
1777,a,104
1778,a,25
1779,a,20
1780,a,20
1781,a,8
1782,a,72
1783,a,104
1784,a,80
1785,a,176
1786,a,1172
1787,a,3072
1788,f,1172
1789,a,13
1790,a,64
1791,a,72
1792,a,80
1793,a,176
1794,a,1184
1795,a,3072
1796,f,1184
1797,a,62
1798,a,70
1799,f,64
1800,a,28
1801,a,112
1802,a,28
1803,a,112
1804,a,28
1805,a,112
1806,a,28
1807,a,112
1808,a,16
1809,f,16
1810,a,72
1811,f,72
1812,a,104
1813,a,104
1814,a,9
1815,f,1
1816,a,364
1817,a,16
1818,f,364
1819,a,364
1820,a,21
1821,f,364
1822,f,16
1823,f,21
1824,a,62
1825,a,48
1826,a,416
1827,a,60
1828,a,48
1829,a,72
1830,a,80
1831,f,62
1832,a,216
1833,a,5
1834,a,140
1835,a,700
1836,a,16
1837,a,36
1838,a,148
1839,a,364
1840,a,18
1841,f,364
1842,a,44
1843,f,18
1844,a,364
1845,f,44
1846,a,20412
1847,a,2
1848,a,8
1849,a,24
1850,a,32
1851,a,364
1852,a,120
1853,a,29
1854,a,16
1855,a,30
1856,a,16
1857,a,23
1858,a,16
1859,a,23
1860,a,16
1861,a,40
1862,a,16
1863,a,76
1864,a,76
1865,a,41
1866,a,16
1867,a,40
1868,a,16
1869,a,37
1870,a,16
1871,a,33
1872,a,16
1873,a,48
1874,a,16
1875,a,86
1876,a,86
1877,a,41
1878,a,16
1879,a,41
1880,a,16
1881,a,37
1882,a,16
1883,a,48
1884,a,16
1885,a,86
1886,a,86
1887,a,32
1888,a,16
1889,a,25
1890,a,16
1891,a,32
1892,a,16
1893,a,36
1894,a,16
1895,a,78
1896,a,78
1897,a,27
1898,a,16
1899,a,30
1900,a,16
1901,a,23
1902,a,16
1903,a,35
1904,a,16
1905,a,76
1906,a,76
1907,a,25
1908,a,16
1909,a,25
1910,a,16
1911,a,30
1912,a,16
1913,a,71
1914,a,71
1915,a,26
1916,a,16
1917,a,27
1918,a,16
1919,a,32
1920,a,16
1921,a,72
1922,a,72
1923,a,33
1924,a,16
1925,a,26
1926,a,16
1927,a,33
1928,a,16
1929,a,37
1930,a,16
1931,a,79
1932,a,79
1933,a,25
1934,a,16
1935,a,25
1936,a,16
1937,a,30
1938,a,16
1939,a,71
1940,a,71
1941,a,40
1942,a,16
1943,a,33
1944,a,16
1945,a,40
1946,a,16
1947,a,48
1948,a,16
1949,a,86
1950,a,86
1951,a,39
1952,a,16
1953,a,45
1954,a,16
1955,a,38
1956,a,16
1957,a,50
1958,a,16
1959,a,85
1960,a,85
1961,a,36
1962,a,16
1963,a,35
1964,a,16
1965,a,28
1966,a,16
1967,a,28
1968,a,16
1969,a,43
1970,a,16
1971,a,81
1972,a,81
1973,a,30
1974,a,16
1975,a,30
1976,a,16
1977,a,76
1978,a,76
1979,a,33
1980,a,16
1981,a,33
1982,a,16
1983,a,26
1984,a,16
1985,a,40
1986,a,16
1987,a,79
1988,a,79
1989,a,28
1990,a,16
1991,a,37
1992,a,16
1993,a,34
1994,a,16
1995,a,33
1996,a,16
1997,a,36
1998,a,16
1999,a,79
2000,a,79
2001,a,34
2002,a,16
2003,a,34
2004,a,16
2005,a,27
2006,a,16
2007,a,38
2008,a,16
2009,a,80
2010,a,80
2011,a,39
2012,a,16
2013,a,40
2014,a,16
2015,a,48
2016,a,16
2017,a,43
2018,a,16
2019,a,85
2020,a,85
2021,a,32
2022,a,16
2023,a,32
2024,a,16
2025,a,25
2026,a,16
2027,a,45
2028,a,16
2029,a,40
2030,a,16
2031,a,78
2032,a,78
2033,a,33
2034,a,16
2035,a,32
2036,a,16
2037,a,26
2038,a,16
2039,a,40
2040,a,16
2041,a,78
2042,a,78
2043,a,25
2044,a,16
2045,a,25
2046,a,16
2047,a,32
2048,a,16
2049,a,71
2050,a,71
2051,a,26
2052,a,16
2053,a,27
2054,a,16
2055,a,35
2056,a,16
2057,a,72
2058,a,72
2059,a,35
2060,a,16
2061,a,28
2062,a,16
2063,a,35
2064,a,16
2065,a,35
2066,a,16
2067,a,28
2068,a,16
2069,a,40
2070,a,16
2071,a,34
2072,a,16
2073,a,81
2074,a,81
2075,a,35
2076,a,16
2077,a,36
2078,a,16
2079,a,29
2080,a,16
2081,a,48
2082,a,16
2083,a,81
2084,a,81
2085,a,34
2086,a,16
2087,a,39
2088,a,16
2089,a,34
2090,a,16
2091,a,33
2092,a,16
2093,a,30
2094,a,16
2095,a,26
2096,a,16
2097,a,30
2098,a,16
2099,a,29
2100,a,16
2101,a,35
2102,a,16
2103,a,30
2104,a,16
2105,a,35
2106,a,16
2107,a,82
2108,a,82
2109,a,34
2110,a,16
2111,a,39
2112,a,16
2113,a,34
2114,a,16
2115,a,33
2116,a,16
2117,a,30
2118,a,16
2119,a,26
2120,a,16
2121,a,35
2122,a,16
2123,a,30
2124,a,16
2125,a,35
2126,a,16
2127,a,30
2128,a,16
2129,a,29
2130,a,16
